pl_name,disc_year,pl_orbper,pl_bmasse,pl_rade,pl_eqt,disc_facility,discoverymethod
TOI-1439 b,2024,27.644,38.5,4.2427861,748.4,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1443 b,2024,23.540678,30.0,2.30381001,520.66,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-41 b,2011,1.8555582,177.98,14.46,1790.0,Kepler,Transit
TOI-1448 b,2024,8.112245,19.5,2.749,426.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1450 A b,2024,2.0439274,1.258,1.13,722.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1451 b,2024,16.537944,15.2,2.61143902,723.33,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1452 b,2022,11.06201,4.82,1.672,326.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1453 c,2025,6.5886982,2.95,2.224,819.8,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1453 b,2025,4.3135225,2.32,1.173,944.2,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1468 c,2022,15.532477,4.1,2.126,338.1,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1468 b,2022,1.8805201,3.04,1.401,683.5,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1470 b,2023,2.527093,7.32,2.18,734.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-276 c,2013,31.884,16.6,2.9,,Kepler,Transit
HIP 9618 b,2023,20.772858,8.3,3.82838127,640.88,Transiting Exoplanet Survey Satellite (TESS),Transit
HIP 9618 c,2023,52.56363,7.0,3.42855926,470.31,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1472 b,2024,6.36338574,18.05,4.058,891.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 6061 b,2023,5.2549,10.0,2.42763557,1075.31,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1648 b,2025,7.331602,7.4,2.54,799.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1669 c,2024,2.6800535,13.0,2.2963977,1285.16,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1694 b,2023,3.770107,31.3,5.3422266,943.19,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1695 b,2022,3.1342791,6.36,1.9,698.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LHS 1903 c,2026,6.226185,4.55,2.046,559.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LHS 1903 b,2026,2.1555098,3.28,1.382,796.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LHS 1903 d,2026,12.566287,5.96,2.5,442.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1736 b,2023,7.073076,12.3,3.18175535,1099.79,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1742 b,2024,21.269084,9.7,2.36507598,694.09,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1751 b,2024,37.46852,19.5,2.9507845,651.64,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1753 b,2024,5.3846104,16.6,2.47852533,1005.43,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1774.01,2021,16.70988,8.5,2.78,824.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1775 b,2024,10.2405549,96.0,8.04728896,707.89,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1776 b,2024,2.799868,1.4,1.21612741,1269.21,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 77946 b,2024,6.527363,10.9,2.89646124,1128.86,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-105 b,2013,5.4122034,10.8,2.53,,Kepler,Transit
TOI-1794 b,2024,8.765528,8.7,3.29701268,992.91,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1801 b,2023,10.64387,5.738,2.079,493.7,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1803 c,2025,12.885779,8.0,4.29,588.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1803 b,2025,6.293287,10.32,2.99,747.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1811 b,2023,3.7130765,308.9292116,11.14172682,962.2,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1820 b,2022,4.860674,731.0053361,12.778238,1375.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1823 b,2024,38.8,67.4,7.5406241,423.63,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1824 b,2024,22.808533,16.0,2.7438269,528.67,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1836 b,2024,20.380799,38.45723725,8.00321222,966.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1836 c,2024,1.7727471,8.0,2.59987579,2007.6,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1853 b,2023,1.2436258,73.2,3.46,1479.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1855 b,2024,1.36414864,360.09958513,18.49481816,1701.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1898 b,2024,45.52234,129.0,9.39553231,674.54,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1937 A b,2023,0.94667944,638.83509807,13.97759893,2097.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1994 b,2024,4.0337142,7024.0077947,13.67495645,2290.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2000 c,2023,9.127055,81.7,8.14,1038.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2000 b,2023,3.09833,11.0,2.7,1488.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2005 b,2025,17.305904,2034.1018048,11.99360935,,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2010 b,2023,141.834025,408.7273314,11.81426566,400.2,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2015 b,2023,3.348237,9.2,3.309,530.9,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2019 b,2024,15.3444,34.4,5.33275337,917.46,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2025 b,2022,8.8720982,1144.1822652,11.89272852,1166.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2031 A b,2025,5.71548654,254.2627256,14.20177855,1358.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2088 b,2024,124.72997,37.0,3.6831179,300.33,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2093 c,2025,53.81149,15.8,2.3,329.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2095 b,2023,17.66484,4.1,1.25,347.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2095 c,2023,28.17232,7.4,1.33,297.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2107 b,2024,2.4545467,263.79757781,13.57407563,1397.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2120 b,2024,5.7998164,6.8,2.122,384.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2128 b,2024,16.34136,4.5,2.08874836,780.53,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2134 b,2023,9.2292005,9.13,2.69,666.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2134 c,2023,95.5,41.89,7.27,306.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2141 b,2023,18.261608,20.1,3.147,728.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-422 b,2014,7.8914483,136.66,12.89,,Kepler,Transit
TOI-2145 b,2023,10.261128,1805.26535176,12.24020692,,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2152 A b,2023,3.3773512,899.45439181,14.35870428,1802.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2154 b,2023,3.8240801,292.40213444,16.28664896,1580.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2158 b,2022,8.60077,260.61929374,10.76062147,1188.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2169 A b,2025,8.2148282,329.58805806,12.50922246,1364.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2193 A b,2022,2.1225735,298.75870258,19.83989584,1763.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2196 b,2022,1.1947268,26.0,3.51,1860.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2207 b,2022,8.001968,203.41018048,11.1529358,1259.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2236 b,2022,3.5315902,502.16888306,14.36991326,1688.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-423 b,2014,2.6843285,189.101,13.361,1605.0,Kepler,Transit
TOI-2295 b,2024,30.033302,278.09985612,16.47720163,747.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-289 c,2014,125.8723,157.18,11.23,,Kepler,Transit
TOI-2322 c,2025,20.225528,18.1,1.874,496.8,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2322 b,2025,11.30717,2.31,0.994,603.1,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2328 b,2025,17.10197,50.85254512,9.97599282,842.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2338 b,2023,22.65398,1900.61387386,11.2089807,799.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2345 b,2025,1.0528573,3.49,1.504,1478.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2345 c,2025,21.064302,7.27,2.451,544.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2346 b,2025,3.3312029,394.10722468,16.11851425,1689.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2364 b,2023,4.0197517,71.51139158,8.60849718,1091.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2368 b,2024,5.1750073,206.58846455,10.83908434,1000.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2373 b,2023,13.33668,2955.8041851,10.42435205,860.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2374 b,2024,4.3136193,61.65871096,7.48759911,926.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2379 b,2024,5.4693827,1830.69162432,11.72459381,624.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2382 b,2025,4.6612061,235.19302118,12.25141591,1426.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2384 b,2024,2.13570304,624.85064816,11.48920522,889.7,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2416 b,2023,8.275479,953.485221,9.86390302,1080.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2420 b,2024,5.842641,294.62693329,15.02003414,1571.6,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2421 b,2022,4.3474032,105.83685953,10.36830715,1534.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2431 b,2026,0.22419578,6.2,1.534,2063.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2447 b,2024,69.33684,124.90656395,9.60609646,414.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2449 b,2025,106.14468,222.0,11.24,400.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2458 b,2024,3.73659,13.31,2.83,1509.4,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-26 b,2011,12.28,5.12,2.78,,Kepler,Transit
TOI-2485 b,2024,11.23479,766.60211768,12.1393261,1134.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2497 b,2023,10.655669,1531.93292174,11.14172682,1595.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2498 b,2023,3.738252,34.62,6.06,1443.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2524 b,2023,7.18585,203.41018048,11.2089807,1100.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2525 b,2023,23.2856,26.69758619,8.67575106,,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2525 c,2023,49.2519,208.8132634,10.13291855,,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2529 b,2024,64.5949,743.71847238,11.54525012,636.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2537 b,2024,94.1022,415.40172795,11.25381662,338.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-43 b,2011,3.0240949,1026.5909,13.663771,1620.0,Kepler,Transit
TOI-2567 b,2022,5.983944,63.88350981,10.92875618,1352.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2570 b,2022,2.9887615,260.61929374,13.64132951,1431.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2580 b,2024,3.39775,200.23189641,17.37392009,2410.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2583 A b,2023,4.5207265,79.45710175,14.4595851,1456.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2587 A b,2023,5.45664,69.28659273,12.07207221,1445.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2589 b,2023,61.6277,1112.3994245,12.10569916,592.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2641 b,2023,4.880974,122.6817651,18.10250383,1387.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2714 b,2024,2.499387,228.0,13.72,1603.0,Transiting Exoplanet Survey Satellite (TESS),Transit
NGTS-31 b,2025,4.162734,355.96781584,18.04645893,1410.0,Transiting Exoplanet Survey Satellite (TESS),Transit
KOI-13 b,2011,1.763588,2949.4624,16.948008,2550.0,Kepler,Transit
TOI-2796 b,2023,4.8084983,139.84449908,17.26183028,1205.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2803 A b,2023,1.96229325,309.88269682,18.11371281,1893.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2818 b,2023,4.039709,225.65816897,15.27784069,1376.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2842 b,2023,3.5514058,117.59651059,12.84549188,1471.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2876 b,2025,6.2996431,54.03082919,9.6397234,929.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2886 b,2025,1.60200105,444.9597698,18.6405349,1978.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2969 b,2025,1.8237146,368.68095212,12.32987877,1186.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-102 e,2013,16.1456994,4.7,2.17,590.0,Kepler,Transit
TOI-2977 b,2023,2.3505614,533.95172376,13.15934334,1544.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2981 b,2024,3.601501,638.0,13.4,1358.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-2986 b,2025,3.2783662,96.61983573,9.292245,1622.0,Transiting Exoplanet Survey Satellite (TESS),Transit
